Atvinnugrein (ÍSAT2008),vsk-þrep,Ár,Tímabil,value
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2015,Nov.-Dec.,532.2
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2016,Jan.-Feb.,526
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2016,March-April,548.2
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2016,May-June,539.3
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2016,July-August,454.7
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2016,Sept.-Oct.,541.9
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2016,Nov.-Dec.,219.3
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2017,Jan.-Feb.,527.8
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2017,March-April,475
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2017,May-June,389.2
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2017,July-August,493.5
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2017,Sept.-Oct.,482.1
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2017,Nov.-Dec.,938.2
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2018,Jan.-Feb.,780.1
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2018,March-April,461.6
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2018,May-June,513
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2018,July-August,524.2
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2018,Sept.-Oct.,572.8
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2018,Nov.-Dec.,676.2
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2019,Jan.-Feb.,746.7
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2019,March-April,547.2
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2019,May-June,767.5
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2019,July-August,723
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2019,Sept.-Oct.,796.7
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2019,Nov.-Dec.,1157.1
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2020,Jan.-Feb.,1041.5
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2020,March-April,918.7
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2020,May-June,597.8
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2020,July-August,944.5
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2020,Sept.-Oct.,1018.5
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2020,Nov.-Dec.,1107.3
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2021,Jan.-Feb.,1196.1
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2021,March-April,873.8
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2021,May-June,901.8
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2021,July-August,856.7
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2021,Sept.-Oct.,996.1
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2021,Nov.-Dec.,1135.2
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2022,Jan.-Feb.,1250.9
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2022,March-April,922.4
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2022,May-June,934.4
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2022,July-August,1056.3
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2022,Sept.-Oct.,1054.1
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2022,Nov.-Dec.,2433.4
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2023,Jan.-Feb.,1904.5
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2023,March-April,2141.5
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2023,May-June,1814.8
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2023,July-August,1933.9
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2023,Sept.-Oct.,2446.4
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2023,Nov.-Dec.,1511.5
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2024,Jan.-Feb.,2195.2
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2024,March-April,2201.1
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2024,May-June,1885.3
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2024,July-August,1829.7
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2024,Sept.-Oct.,2180.8
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2024,Nov.-Dec.,2927.5
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2025,Jan.-Feb.,3135.6
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2025,March-April,1403.8
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2025,May-June,1481.9
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2025,July-August,1561.6
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2025,Sept.-Oct.,1569.7
"35 Electricity,  gas, steam and air conditioning supply",Zero VAT-rate,2025,Nov.-Dec.,2393.3
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2008,Jan.-Feb.,1876.6
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2008,March-April,1982.9
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2008,May-June,1951.7
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2008,July-August,1918
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2008,Sept.-Oct.,1996.8
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2008,Nov.-Dec.,2381.1
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2009,Jan.-Feb.,1895.1
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2009,March-April,2388.2
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2009,May-June,2148.7
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2009,July-August,2130.9
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2009,Sept.-Oct.,2145.2
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2009,Nov.-Dec.,2379.3
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2010,Jan.-Feb.,2147.5
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2010,March-April,2280.6
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2010,May-June,2367.7
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2010,July-August,2292.5
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2010,Sept.-Oct.,2298.5
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2010,Nov.-Dec.,2724.8
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2011,Jan.-Feb.,2597.6
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2011,March-April,2728.8
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2011,May-June,2911.9
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2011,July-August,2733.2
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2011,Sept.-Oct.,2770
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2011,Nov.-Dec.,2928.5
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2012,Jan.-Feb.,3058.2
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2012,March-April,3196.2
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2012,May-June,3072.1
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2012,July-August,2939.7
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2012,Sept.-Oct.,2962.8
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2012,Nov.-Dec.,3247.6
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2013,Jan.-Feb.,3127
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2013,March-April,3215.9
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2013,May-June,3213.1
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2013,July-August,3128.6
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2013,Sept.-Oct.,3206.3
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2013,Nov.-Dec.,3558.9
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2014,Jan.-Feb.,3460.1
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2014,March-April,3614.6
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2014,May-June,3414.4
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2014,July-August,3283.7
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2014,Sept.-Oct.,3208.8
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2014,Nov.-Dec.,6287.1
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2015,Jan.-Feb.,3918.4
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2015,March-April,3834.8
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2015,May-June,3559
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2015,July-August,3539.8
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2015,Sept.-Oct.,3555.9
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2015,Nov.-Dec.,6112.4
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2016,Jan.-Feb.,4705.4
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2016,March-April,5186.5
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2016,May-June,3531.9
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2016,July-August,4072.8
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2016,Sept.-Oct.,4190.3
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2016,Nov.-Dec.,4382.4
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2017,Jan.-Feb.,4118
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2017,March-April,4280
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2017,May-June,4123.1
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2017,July-August,4045
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2017,Sept.-Oct.,4090.1
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2017,Nov.-Dec.,4546.9
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2018,Jan.-Feb.,5128.6
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2018,March-April,4564.6
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2018,May-June,4743.1
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2018,July-August,4582.6
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2018,Sept.-Oct.,4812.7
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2018,Nov.-Dec.,5038.5
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2019,Jan.-Feb.,4925.2
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2019,March-April,5015.9
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2019,May-June,5005.3
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2019,July-August,4667.9
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2019,Sept.-Oct.,4531.2
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2019,Nov.-Dec.,4977.2
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2020,Jan.-Feb.,4976.6
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2020,March-April,5122.7
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2020,May-June,5164.4
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2020,July-August,4799.3
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2020,Sept.-Oct.,4951.9
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2020,Nov.-Dec.,5326.3
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2021,Jan.-Feb.,5346.7
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2021,March-April,5482.1
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2021,May-June,5211.8
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2021,July-August,4986.4
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2021,Sept.-Oct.,5073.8
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2021,Nov.-Dec.,5448.5
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2022,Jan.-Feb.,5475.3
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2022,March-April,5580.3
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2022,May-June,5392.9
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2022,July-August,5215.9
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2022,Sept.-Oct.,5303.5
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2022,Nov.-Dec.,5924.5
"35 Electricity,  gas, steam and air conditioning supply",Lower VAT-rate,2023,Jan.-Feb.,6471.7
